id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
126049447,2019-10-18 06:34:00,2019-10-18,2019-10-17 17:34:00 UTC,Wellington,5065744,jessesaofia,Jesse Saofia,2022-07-13 11:35:24 UTC,2024-08-10 19:29:32 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/126049447,,https://static.inaturalist.org/sounds/498223.mp3?1657712128,,,1,0,false,2,Mine Road,-37.0299762201,175.1772909611,191,,,,191,,open,false,gps,gps,North Island Kōkako,Callaeas wilsoni,North Island Kōkako,Aves,507465
126049758,2019-10-18,2019-10-18,,Wellington,5065744,jessesaofia,Jesse Saofia,2022-07-13 11:39:38 UTC,2024-08-03 17:47:55 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/126049758,,https://static.inaturalist.org/sounds/498225.mp3?1657712383,,,1,0,false,2,Mine Road,-37.0397453698,175.183340013,191,,,,191,,open,false,gps,gps,North Island Kōkako,Callaeas wilsoni,North Island Kōkako,Aves,507465
138536846,2022-10-12 11:30:00,2022-10-12,2022-10-11 22:30:00 UTC,Wellington,5065744,jessesaofia,Jesse Saofia,2022-10-12 19:40:32 UTC,2024-08-05 13:16:09 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/138536846,,https://static.inaturalist.org/sounds/548684.m4a?1665603637,,,1,0,false,2,"Whangaparāoa 0930, New Zealand",-36.6027849636,174.8911404982,57,,,,57,,open,false,gps,gps,North Island Kōkako,Callaeas wilsoni,North Island Kōkako,Aves,507465
139797576,2022-10-24 10:06:10,2022-10-24,2022-10-23 21:06:10 UTC,Wellington,1100791,svendhansen,Svend Hansen,2022-10-23 21:06:42 UTC,2024-08-09 08:07:35 UTC,research,CC-BY,https://www.inaturalist.org/observations/139797576,,https://static.inaturalist.org/sounds/583194.mp3?1673324254,,,2,0,false,2,"Paraparaumu Beach, Paraparaumu, New Zealand",-40.8865121,174.9962172,1799,,,,1799,,open,false,,,North Island Kōkako,Callaeas wilsoni,North Island Kōkako,Aves,507465
140315736,2022/10/24 2:00 PM,2022-10-24,2022-10-24 01:00:00 UTC,Wellington,6286896,artlil,,2022-10-29 00:24:42 UTC,2024-08-01 10:20:07 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/140315736,,https://static.inaturalist.org/sounds/555872.m4a?1667002996,Kokako,,1,0,false,,"Henderson Valley, Auckland, New Zealand",-36.9042304501,174.5458923362,55,,,,55,,open,false,,,North Island Kōkako,Callaeas wilsoni,North Island Kōkako,Aves,507465
178803862,2023-08-17 07:10:44,2023-08-17,2023-08-16 19:10:44 UTC,Wellington,57588,neil_fitzgerald,Neil Fitzgerald,2023-08-17 06:56:02 UTC,2024-08-08 03:10:40 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/178803862,,https://static.inaturalist.org/sounds/794307.m4a?1692255366,,,2,0,false,2,"Mount Bruce, New Zealand",-40.7276333333,175.64237,5,,,,5,,open,false,,,North Island Kōkako,Callaeas wilsoni,North Island Kōkako,Aves,507465
189438794,2023/10/04 7:00 AM,2023-10-04,2023-10-03 18:00:00 UTC,Wellington,3417343,astroslug,,2023-10-30 04:09:56 UTC,2024-08-07 17:36:52 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/189438794,,https://static.inaturalist.org/sounds/839033.wav?1698638563,,Pair of kokako,1,0,false,,"Auckland, New Zealand",-36.6077892525,174.8940823879,82,,,,82,,open,false,,,North Island Kōkako,Callaeas wilsoni,North Island Kōkako,Aves,507465
194477861,2023-12-21 13:26:26+13:00,2023-12-21,2023-12-21 00:26:26 UTC,Wellington,971085,gibbous_jedda,Jedda,2023-12-21 03:32:27 UTC,2024-10-27 13:37:25 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/194477861,,https://static.inaturalist.org/sounds/862741.m4a?1703129549,,,1,0,false,3,"Kapiti Island Nature Reserve, NZ-WG-KC, NZ-WG, NZ",-40.8493379178,174.9177096227,67,,,,67,,open,false,,,North Island Kōkako,Callaeas wilsoni,North Island Kōkako,Aves,507465
194477863,2023-12-21 13:30:27+13:00,2023-12-21,2023-12-21 00:30:27 UTC,Wellington,971085,gibbous_jedda,Jedda,2023-12-21 03:32:30 UTC,2024-07-27 09:37:41 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/194477863,,https://static.inaturalist.org/sounds/862742.m4a?1703129551,,,2,0,false,3,"Kapiti Island Nature Reserve, NZ-WG-KC, NZ-WG, NZ",-40.8492953796,174.9179986307,22,,,,22,,open,false,,,North Island Kōkako,Callaeas wilsoni,North Island Kōkako,Aves,507465
204366269,2024-03-21,2024-03-21,,Wellington,2259057,kowhaitreehugger,,2024-03-29 07:27:47 UTC,2024-10-26 11:25:33 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/204366269,,https://static.inaturalist.org/sounds/943594.mp3?1711697271,,,2,0,false,2,"Paraparaumu 5032, New Zealand",-40.8513613978,174.9268376827,919,,,,919,,open,false,gps,gps,North Island Kōkako,Callaeas wilsoni,North Island Kōkako,Aves,507465
210501570,2024-04-28 11:39:10+12:00,2024-04-28,2024-04-27 23:39:10 UTC,Wellington,58652,bigtree,Cathy Rogers,2024-04-27 23:41:57 UTC,2024-08-03 16:23:26 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/210501570,,https://static.inaturalist.org/sounds/993251.m4a?1714261370,,"Just heard it but didn’t see it
",1,0,false,3,"Sanctuary Mountain Maungatautari, NZ-WK-WP, NZ-WK, NZ",-38.0133683465,175.5751912855,150,,,,150,,open,false,,,North Island Kōkako,Callaeas wilsoni,North Island Kōkako,Aves,507465
233047788,2023/09/28 8:59 AM,2023-09-28,2023-09-27 19:59:00 UTC,Wellington,5270811,samuelamaris,Samuel Amaris,2024-08-01 07:47:16 UTC,2024-08-10 16:44:43 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/233047788,,https://static.inaturalist.org/sounds/1149268.m4a?1722498282,,,2,0,false,,"Auckland, New Zealand",-36.6039045441,174.8911309561,329,,,,329,,open,false,,,North Island Kōkako,Callaeas wilsoni,North Island Kōkako,Aves,507465
