id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
104511608,2021-12-25 22:34:00,2021-12-25,2021-12-25 22:34:00 UTC,UTC,4733620,oscar_dove,Oscar Dove,2022-01-07 09:30:53 UTC,2024-08-05 16:24:40 UTC,research,CC-BY,https://www.inaturalist.org/observations/104511608,,https://static.inaturalist.org/sounds/344111.mp3?1641547859,"",,1,0,false,2,"Donnellys Crossing, New Zealand",-35.7218914515,173.6472915486,217,,,,217,,open,false,,,North Island Brown Kiwi,Apteryx mantelli,North Island Brown Kiwi,Aves,20496
126173181,2022-07-14 08:05:00+12:00,2022-07-14,2022-07-13 20:05:00 UTC,Wellington,4345835,steven764,Steven Christophers,2022-07-14 07:09:36 UTC,2024-08-09 08:27:18 UTC,research,,https://www.inaturalist.org/observations/126173181,,https://static.inaturalist.org/sounds/498773.m4a?1657782578,"","",1,0,false,3,"Kaimanawa State Forest Park, Tūrangi, Waikato, NZ",-38.9616629936,176.230945875,969,,,,969,,open,false,,,North Island Brown Kiwi,Apteryx mantelli,North Island Brown Kiwi,Aves,20496
138369183,2022-10-11 20:26:24+13:00,2022-10-11,2022-10-11 07:26:24 UTC,Wellington,2450785,virginiamoreno,Virginia Moreno,2022-10-11 10:21:43 UTC,2024-08-07 09:15:37 UTC,research,,https://www.inaturalist.org/observations/138369183,,https://static.inaturalist.org/sounds/548058.m4a?1665483706,"",Duet,1,0,false,3,"Rodney, NZ-AU, NZ",-36.48063819,174.5959406412,5,,,,28534,obscured,open,true,,,North Island Brown Kiwi,Apteryx mantelli,North Island Brown Kiwi,Aves,20496
140241335,2022-10-28,2022-10-28,,Wellington,2078240,thephoxinus,"",2022-10-28 10:23:50 UTC,2022-10-28 22:13:16 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/140241335,https://inaturalist-open-data.s3.amazonaws.com/photos/240031204/medium.jpeg,https://static.inaturalist.org/sounds/555515.wav?1666952641,"",,2,0,false,2,"Rodney, NZ-AU, NZ",-36.3794687626,174.876592434,486,,,,28563,obscured,open,true,gps,gps,North Island Brown Kiwi,Apteryx mantelli,North Island Brown Kiwi,Aves,20496
144404476,2022/10/19 9:11 PM,2022-10-19,2022-10-19 08:11:00 UTC,Wellington,314317,rolandwirth,"",2022-12-15 06:15:42 UTC,2024-10-19 01:41:15 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/144404476,,https://static.inaturalist.org/sounds/573102.wav?1671084785,"",I saw a Brown Kiwi cross the trail at this location on the trail.  I believe these are also calls from a nearby Kiwi   - my first audio upload to iNat using Audacity for editing. Feedback is appreciated!,0,0,false,,"Rawhitiroa, New Zealand",-39.454681,174.409807,,,,,,,open,false,,,North Island Brown Kiwi,Apteryx mantelli,North Island Brown Kiwi,Aves,20496
144970861,2022/12/13 10:01 PM,2022-12-13,2022-12-13 09:01:00 UTC,Wellington,2465059,invertebratist,Saryu Mae,2022-12-24 07:19:00 UTC,2022-12-27 03:06:31 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/144970861,https://inaturalist-open-data.s3.amazonaws.com/photos/248935232/medium.jpeg,https://static.inaturalist.org/sounds/575801.mp3?1671865018,"","iNatting with @emma_brockes.
Noticed by Emma when I was distracted by insects.
Heard at night. A burrow (?) was found later at where the call was from.",3,0,false,," Tāwharanui campground, Tāwharanui Peninsula, Rodney, Auckland, North Island, New Zealand",-36.36763,174.82896,10,,,,10,,open,false,,,Apteryx mantelli,Apteryx mantelli,North Island Brown Kiwi,Aves,20496
146752379,2023/01/12 10:19 PM,2023-01-12,2023-01-12 09:19:00 UTC,Wellington,459093,benjansss,Benjamin Wright,2023-01-17 10:17:46 UTC,2024-08-03 15:37:39 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/146752379,,https://static.inaturalist.org/sounds/585636.m4a?1673950597,"",,0,0,false,,"Donnellys Crossing, New Zealand",-35.7220226486,173.6478853181,276,,,,276,,open,false,,,North Island Brown Kiwi,Apteryx mantelli,North Island Brown Kiwi,Aves,20496
146752581,2023/01/12 10:24 PM,2023-01-12,2023-01-12 09:24:00 UTC,Wellington,459093,benjansss,Benjamin Wright,2023-01-17 10:20:15 UTC,2024-08-03 15:38:13 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/146752581,,https://static.inaturalist.org/sounds/585637.m4a?1673950773,"",,1,0,false,,"Donnellys Crossing, New Zealand",-35.7225991746,173.6480241211,150,,,,150,,open,false,,,North Island Brown Kiwi,Apteryx mantelli,North Island Brown Kiwi,Aves,20496
153300292,2023-04-03 20:12:00,2023-04-03,2023-04-03 08:12:00 UTC,Wellington,4733620,oscar_dove,Oscar Dove,2023-04-03 08:21:34 UTC,2024-08-10 06:19:03 UTC,research,CC-BY,https://www.inaturalist.org/observations/153300292,,https://static.inaturalist.org/sounds/630755.mp3?1680510097,"",Quiet in recording,1,0,false,2,Mangamate Hut,-38.7556891554,176.6895643249,619,,,,619,,open,false,gps,gps,North Island Brown Kiwi,Apteryx mantelli,North Island Brown Kiwi,Aves,20496
161200600,2023-05-08 22:22:00+12:00,2023-05-08,2023-05-08 10:22:00 UTC,Wellington,1642330,barachiel,,2023-05-12 08:24:08 UTC,2024-08-10 07:25:19 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/161200600,,https://static.inaturalist.org/sounds/693318.m4a?1683879850,"",A recording of a night walk in the park.,2,0,false,3,"Trounson Kauri Park, Donnellys Crossing, Northland, NZ",-35.721643506,173.6488877256,69,,,,69,,open,false,,,North Island Brown Kiwi,Apteryx mantelli,North Island Brown Kiwi,Aves,20496
179112302,2023-08-19,2023-08-19,,Wellington,7144393,lazuline,"",2023-08-19 08:20:01 UTC,2024-08-03 04:04:17 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/179112302,,https://static.inaturalist.org/sounds/795546.m4a?1692433207,"",Heard each night around the camping ,1,0,false,2,"Far North, NZ-NO, NZ",-35.6514878135,173.5539959371,1155,,,,1155,,open,false,gps,gps,Kiwi de Mantell,Apteryx mantelli,North Island Brown Kiwi,Aves,20496
179948636,2023-08-24 18:53:37+12:00,2023-08-24,2023-08-24 06:53:37 UTC,Wellington,5004973,greghadley1,,2023-08-24 10:16:44 UTC,2024-08-07 10:34:02 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/179948636,,https://static.inaturalist.org/sounds/798948.m4a?1692872207,"",Kākā then Kiwi ,1,0,false,3,"Tāwharanui Regional Park, Matakana, Auckland, NZ",-36.3733253489,174.8454625627,5,,,,5,,open,false,,,North Island Brown Kiwi,Apteryx mantelli,North Island Brown Kiwi,Aves,20496
182034760,2023/08/29 6:25 PM,2023-08-29,2023-08-29 06:25:00 UTC,Wellington,2458782,basedmailman,Liam Urquhart,2023-09-06 11:26:36 UTC,2024-08-10 18:03:10 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/182034760,,https://static.inaturalist.org/sounds/807531.wav?1693999549,"","Grunting of Kiwi, recording is of a known individual hence the data about gender & age",1,0,false,,"Auckland 2585, New Zealand ",-36.8830372279,175.1851857081,730,,,,730,,open,false,,,North Island Brown Kiwi,Apteryx mantelli,North Island Brown Kiwi,Aves,20496
195030148,2023-12-15 21:22:00,2023-12-15,2023-12-15 08:22:00 UTC,Wellington,4733620,oscar_dove,Oscar Dove,2023-12-28 01:14:01 UTC,2024-08-10 16:05:51 UTC,research,CC-BY,https://www.inaturalist.org/observations/195030148,,https://static.inaturalist.org/sounds/866456.mp3?1703726044,"",,1,0,false,2,"Northland 0379, New Zealand",-35.7224423772,173.6461680382,116,,,,116,,open,false,gps,gps,North Island Brown Kiwi,Apteryx mantelli,North Island Brown Kiwi,Aves,20496
196096943,2023/11/20 10:31 PM,2023-11-20,2023-11-20 09:31:00 UTC,Wellington,314317,rolandwirth,"",2024-01-08 05:12:53 UTC,2024-07-27 13:33:35 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/196096943,,https://static.inaturalist.org/sounds/872964.mp3?1704690657,"","",2,0,false,,"Rawhitiroa, New Zealand",-39.454549,174.410528,25,,,,25,,open,false,,,North Island Brown Kiwi,Apteryx mantelli,North Island Brown Kiwi,Aves,20496
196098398,2023/11/20 10:32 PM,2023-11-20,2023-11-20 09:32:00 UTC,Wellington,314317,rolandwirth,"",2024-01-08 05:36:00 UTC,2024-08-06 04:00:47 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/196098398,,https://static.inaturalist.org/sounds/872980.mp3?1704692031,"",Female?,2,0,false,,"Rawhitiroa, New Zealand",-39.454529,174.410045,25,,,,25,,open,false,,,North Island Brown Kiwi,Apteryx mantelli,North Island Brown Kiwi,Aves,20496
199084455,2024/02/09 10:04 PM,2024-02-09,2024-02-09 09:04:00 UTC,Wellington,4432237,alcon_blue,,2024-02-12 07:57:04 UTC,2024-08-11 04:49:14 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/199084455,,https://static.inaturalist.org/sounds/895215.m4a?1707724291,"",,1,0,false,,"Stratford District, Taranaki, New Zealand",-39.3287852253,174.822318382,34,,,,34,,open,false,,,North Island Brown Kiwi,Apteryx mantelli,North Island Brown Kiwi,Aves,20496
211419693,2024-04-29 19:51:14+12:00,2024-04-29,2024-04-29 07:51:14 UTC,Wellington,133939,biodragon,,2024-04-29 07:52:05 UTC,2024-08-08 20:29:45 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/211419693,,https://static.inaturalist.org/sounds/1001196.m4a?1714377143,"","",1,0,false,3,"Makara Model School, Wellington, Wellington, NZ",-41.268029823,174.7057778949,4,,,,4,,open,false,,,North Island Brown Kiwi,Apteryx mantelli,North Island Brown Kiwi,Aves,20496
223491903,2024/06/01 8:06 PM,2024-06-01,2024-06-01 08:06:00 UTC,Wellington,4733175,glebglub,A Xiong,2024-06-18 06:17:25 UTC,2024-08-02 15:09:09 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/223491903,,https://static.inaturalist.org/sounds/1098950.mp3?1718691319,"","Very faint call at start of recording, but felt pretty loud, sadly didnt have any good views (1-2 *possible* sightings)",3,0,false,,"Auckland, New Zealand",-36.7578860614,174.9264206848,48,,,,48,,open,false,,,North Island Brown Kiwi,Apteryx mantelli,North Island Brown Kiwi,Aves,20496
244447007,2024-08-31 03:39,2024-08-31,2024-08-30 15:39:00 UTC,Wellington,4733175,glebglub,A Xiong,2024-09-28 07:43:56 UTC,2024-10-08 14:04:44 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/244447007,https://inaturalist-open-data.s3.amazonaws.com/photos/436035615/medium.jpeg,https://static.inaturalist.org/sounds/1215255.mp3?1727509650,"","Inatting w Saryu Mae, stunning male, seen lifer!! (Listen to the sound! Rating on Mccauly would also be appreciated :) https://macaulaylibrary.org/asset/623165890 )",1,0,false,843,"Auckland, Auckland, NZ",-36.7838746049,174.874539583,68,,,,68,,open,false,,,North Island Brown Kiwi,Apteryx mantelli,North Island Brown Kiwi,Aves,20496
245827757,2024-10-03 22:14:20+13:00,2024-10-03,2024-10-03 09:14:20 UTC,Wellington,416553,chrismac,Christine McCormack,2024-10-05 21:40:13 UTC,2024-10-08 20:59:12 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/245827757,,https://static.inaturalist.org/sounds/1222941.m4a?1728164420,"",With a Ruru making an appearance later in the audio,1,0,false,3,"North Island / Te Ika-a-Māui, Whangārei Heads, Northland, NZ",-35.8405829757,174.5689013079,16404,,,,16404,,open,false,,,North Island Brown Kiwi,Apteryx mantelli,North Island Brown Kiwi,Aves,20496
